id,text,food_code,product_name,representative_ingredient,middle_category,serving_size,daily_intake_frequency,source_name,data_created_date,nutrient_count
hff_F103-001010000-1655,"제품명: 인사 앤 플러스 분류: 복합제품(영양소, 기능성) 영양성분 제공 단위량: 1500mg 복용/섭취 기준: 1회분량 1정, 1회분량중량/부피 1500mg, 1일섭취횟수 1회 주요 영양성분: 에너지 0kcal, 단백질 0g, 지방 0g, 탄수화물 0g, 칼슘 210mg, 나트륨 0mg 제조/수입 정보: 제조사 LIFEBLOOM CORP., 수입업체 제이에스헬스케어(jshealthcare), 원산지 미국 출처: 식품의약품안전처",F103-001010000-1655,인사 앤 플러스,"복합제품(영양소, 기능성)","복합제품(영양소, 기능성)",1정,1회,식품의약품안전처,2024-05-08,6
hff_F103-001010000-1658,"제품명: 인사 업 스트롱 분류: 복합제품(영양소, 기능성) 영양성분 제공 단위량: 1450mg 복용/섭취 기준: 1회분량 1정, 1회분량중량/부피 1450mg, 1일섭취횟수 1회 주요 영양성분: 에너지 0kcal, 단백질 0g, 지방 0g, 탄수화물 0g, 칼슘 210mg, 나트륨 0mg, 비타민 C 100mg 제조/수입 정보: 제조사 NATURAL LIFE NUTRITION INC., 수입업체 (주)제이비파미스 (JB Pharmis Co., Ltd.), 원산지 캐나다 출처: 식품의약품안전처",F103-001010000-1658,인사 업 스트롱,"복합제품(영양소, 기능성)","복합제품(영양소, 기능성)",1정,1회,식품의약품안전처,2025-01-07,7
hff_F103-001010000-1657,"제품명: 인사 업 스트롱 분류: 복합제품(영양소, 기능성) 영양성분 제공 단위량: 1450mg 복용/섭취 기준: 1회분량 1정, 1회분량중량/부피 1450mg, 1일섭취횟수 1회 주요 영양성분: 에너지 0kcal, 단백질 0g, 지방 0g, 탄수화물 0g, 칼슘 210mg, 나트륨 0mg 제조/수입 정보: 제조사 NATURAL LIFE NUTRITION INC., 수입업체 (주)제이비파미스 (JB Pharmis Co., Ltd.), 원산지 캐나다 출처: 식품의약품안전처",F103-001010000-1657,인사 업 스트롱,"복합제품(영양소, 기능성)","복합제품(영양소, 기능성)",1정,1회,식품의약품안전처,2023-08-11,6
hff_F103-001010000-1659,"제품명: 인사 에이 플러스 골드 분류: 복합제품(영양소, 기능성) 영양성분 제공 단위량: 1450mg 복용/섭취 기준: 1회분량 1정, 1회분량중량/부피 1450mg, 1일섭취횟수 1회 주요 영양성분: 에너지 5kcal, 단백질 0g, 지방 0g, 탄수화물 1g, 칼슘 210mg, 나트륨 0mg, 비타민 C 50mg 제조/수입 정보: 제조사 US PHARMATECH INC., 수입업체 대성바이오, 원산지 미국 출처: 식품의약품안전처",F103-001010000-1659,인사 에이 플러스 골드,"복합제품(영양소, 기능성)","복합제품(영양소, 기능성)",1정,1회,식품의약품안전처,2023-09-18,7
hff_F103-001010000-1660,"제품명: 인사 에이 플러스 골드 분류: 복합제품(영양소, 기능성) 영양성분 제공 단위량: 1450mg 복용/섭취 기준: 1회분량 1정, 1회분량중량/부피 1450mg, 1일섭취횟수 1회 주요 영양성분: 에너지 5kcal, 단백질 0g, 지방 0g, 탄수화물 1g, 칼슘 210mg, 나트륨 0mg, 비타민 C 50mg 제조/수입 정보: 제조사 US PHARMATECH NV INC., 수입업체 대성바이오, 원산지 미국 출처: 식품의약품안전처",F103-001010000-1660,인사 에이 플러스 골드,"복합제품(영양소, 기능성)","복합제품(영양소, 기능성)",1정,1회,식품의약품안전처,2024-06-04,7
hff_F103-001010000-1662,"제품명: 인사 원 덴티 분류: 복합제품(영양소, 기능성) 영양성분 제공 단위량: 1355mg 복용/섭취 기준: 1회분량 1정, 1회분량중량/부피 1355mg, 1일섭취횟수 1회 주요 영양성분: 에너지 0kcal, 단백질 0g, 지방 0g, 탄수화물 0g, 칼슘 210mg, 나트륨 0mg 제조/수입 정보: 제조사 LIFEBLOOM CORP., 수입업체 (주)케이지엠팜, 원산지 미국 출처: 식품의약품안전처",F103-001010000-1662,인사 원 덴티,"복합제품(영양소, 기능성)","복합제품(영양소, 기능성)",1정,1회,식품의약품안전처,2022-08-19,6
hff_F103-001010000-1661,"제품명: 인사 원 덴티 분류: 복합제품(영양소, 기능성) 영양성분 제공 단위량: 1355mg 복용/섭취 기준: 1회분량 1정, 1회분량중량/부피 1355mg, 1일섭취횟수 1회 주요 영양성분: 에너지 0kcal, 단백질 0g, 지방 0g, 탄수화물 0g, 칼슘 210mg, 나트륨 0mg 제조/수입 정보: 제조사 B&A HEALTH PRODUCTS CO., 수입업체 (주)케이지엠팜, 원산지 미국 출처: 식품의약품안전처",F103-001010000-1661,인사 원 덴티,"복합제품(영양소, 기능성)","복합제품(영양소, 기능성)",1정,1회,식품의약품안전처,2022-12-08,6
hff_F103-001010000-1663,"제품명: 인사 원 프리미엄 분류: 복합제품(영양소, 기능성) 영양성분 제공 단위량: 1500mg 복용/섭취 기준: 1회분량 1정, 1회분량중량/부피 1500mg, 1일섭취횟수 1회 주요 영양성분: 에너지 0kcal, 단백질 0g, 지방 0g, 탄수화물 0g, 칼슘 210mg, 나트륨 0mg, 비타민 C 50mg, 비타민 D 17.5μg 제조/수입 정보: 제조사 US PHARMATECH NV INC., 수입업체 와이엠 팜, 원산지 미국 출처: 식품의약품안전처",F103-001010000-1663,인사 원 프리미엄,"복합제품(영양소, 기능성)","복합제품(영양소, 기능성)",1정,1회,식품의약품안전처,2024-05-20,8
hff_F103-001010000-1664,"제품명: 인사 이가-에이 덴티 플러스 분류: 복합제품(영양소, 기능성) 영양성분 제공 단위량: 1450mg 복용/섭취 기준: 1회분량 1정, 1회분량중량/부피 1450mg, 1일섭취횟수 1회 주요 영양성분: 에너지 0kcal, 단백질 0g, 지방 0g, 탄수화물 0g, 칼슘 210mg, 나트륨 0mg, 비타민 C 50mg 제조/수입 정보: 제조사 US PHARMATECH NV INC., 수입업체 주식회사 지에스생활건강(GS), 원산지 미국 출처: 식품의약품안전처",F103-001010000-1664,인사 이가-에이 덴티 플러스,"복합제품(영양소, 기능성)","복합제품(영양소, 기능성)",1정,1회,식품의약품안전처,2025-06-11,7
hff_F103-001010000-1665,"제품명: 인사 이몬아 골드 분류: 복합제품(영양소, 기능성) 영양성분 제공 단위량: 1450mg 복용/섭취 기준: 1회분량 1정, 1회분량중량/부피 1450mg, 1일섭취횟수 1회 주요 영양성분: 에너지 0kcal, 단백질 0g, 지방 0g, 탄수화물 0g, 칼슘 210mg, 나트륨 0mg, 비타민 C 50mg, 비타민 D 17.5μg 제조/수입 정보: 제조사 US PHARMATECH NV INC., 수입업체 (주)이너네이쳐, 원산지 미국 출처: 식품의약품안전처",F103-001010000-1665,인사 이몬아 골드,"복합제품(영양소, 기능성)","복합제품(영양소, 기능성)",1정,1회,식품의약품안전처,2024-05-20,8
hff_F103-001010000-1666,"제품명: 인사 이탄큐 플러스 골드 분류: 복합제품(영양소, 기능성) 영양성분 제공 단위량: 1450mg 복용/섭취 기준: 1회분량 1정, 1회분량중량/부피 1450mg, 1일섭취횟수 1회 주요 영양성분: 에너지 0kcal, 단백질 0g, 지방 0g, 탄수화물 0g, 칼슘 210mg, 나트륨 0mg, 비타민 C 50mg 제조/수입 정보: 제조사 LIFEBLOOM CORP., 수입업체 라이프블룸코리아 유한회사, 원산지 미국 출처: 식품의약품안전처",F103-001010000-1666,인사 이탄큐 플러스 골드,"복합제품(영양소, 기능성)","복합제품(영양소, 기능성)",1정,1회,식품의약품안전처,2025-03-17,7
hff_F103-001010000-1667,"제품명: 인사 잇 앤이 분류: 복합제품(영양소, 기능성) 영양성분 제공 단위량: 1530mg 복용/섭취 기준: 1회분량 1정, 1회분량중량/부피 1530mg, 1일섭취횟수 1회 주요 영양성분: 에너지 0kcal, 단백질 0g, 지방 0g, 탄수화물 0g, 칼슘 210mg, 나트륨 0mg, 비타민 C 50mg, 비타민 D 17.5μg 제조/수입 정보: 제조사 US PHARMATECH NV INC., 수입업체 대전메디컬, 원산지 미국 출처: 식품의약품안전처",F103-001010000-1667,인사 잇 앤이,"복합제품(영양소, 기능성)","복합제품(영양소, 기능성)",1정,1회,식품의약품안전처,2025-06-02,8
hff_F103-001010000-1668,"제품명: 인사 칸 분류: 복합제품(영양소, 기능성) 영양성분 제공 단위량: 1500mg 복용/섭취 기준: 1회분량 1정, 1회분량중량/부피 1500mg, 1일섭취횟수 1회 주요 영양성분: 에너지 0kcal, 단백질 0g, 지방 0g, 탄수화물 0g, 칼슘 210mg, 나트륨 0mg, 비타민 C 50mg 제조/수입 정보: 제조사 US PHARMATECH INC, 수입업체 주식회사코스모팜, 원산지 미국 출처: 식품의약품안전처",F103-001010000-1668,인사 칸,"복합제품(영양소, 기능성)","복합제품(영양소, 기능성)",1정,1회,식품의약품안전처,2022-06-10,7
hff_F103-001010000-1669,"제품명: 인사 트리플 분류: 복합제품(영양소, 기능성) 영양성분 제공 단위량: 1355mg 복용/섭취 기준: 1회분량 1정, 1회분량중량/부피 1355mg, 1일섭취횟수 1회 주요 영양성분: 에너지 0kcal, 단백질 0g, 지방 0g, 탄수화물 0g, 칼슘 210mg, 나트륨 0mg 제조/수입 정보: 제조사 LIFEBLOOM CORP., 수입업체 이지메디칼, 원산지 미국 출처: 식품의약품안전처",F103-001010000-1669,인사 트리플,"복합제품(영양소, 기능성)","복합제품(영양소, 기능성)",1정,1회,식품의약품안전처,2022-04-19,6
hff_F103-001010000-1671,"제품명: 인사 파워 골드 프리미엄 분류: 복합제품(영양소, 기능성) 영양성분 제공 단위량: 1500mg 복용/섭취 기준: 1회분량 1정, 1회분량중량/부피 1500mg, 1일섭취횟수 1회 주요 영양성분: 에너지 0kcal, 단백질 0g, 지방 0g, 탄수화물 0g, 당류 0g, 칼슘 210mg, 나트륨 0mg 제조/수입 정보: 제조사 US PHARMATECH NV INC., 수입업체 글로업, 원산지 미국 출처: 식품의약품안전처",F103-001010000-1671,인사 파워 골드 프리미엄,"복합제품(영양소, 기능성)","복합제품(영양소, 기능성)",1정,1회,식품의약품안전처,2024-10-07,7
hff_F103-001010000-1670,"제품명: 인사 파워 골드 프리미엄 분류: 복합제품(영양소, 기능성) 영양성분 제공 단위량: 1500mg 복용/섭취 기준: 1회분량 1정, 1회분량중량/부피 1500mg, 1일섭취횟수 1회 주요 영양성분: 에너지 0kcal, 단백질 0g, 지방 0g, 탄수화물 0g, 당류 0g, 칼슘 210mg, 나트륨 0mg 제조/수입 정보: 제조사 US PHARMATECH INC., 수입업체 메디스테이션, 원산지 미국 출처: 식품의약품안전처",F103-001010000-1670,인사 파워 골드 프리미엄,"복합제품(영양소, 기능성)","복합제품(영양소, 기능성)",1정,1회,식품의약품안전처,2023-08-17,7
hff_F103-001010000-1672,"제품명: 인사 프로 메가 분류: 복합제품(영양소, 기능성) 영양성분 제공 단위량: 1355mg 복용/섭취 기준: 1회분량 1정, 1회분량중량/부피 1355mg, 1일섭취횟수 1회 주요 영양성분: 에너지 0kcal, 단백질 0g, 지방 0g, 탄수화물 0g, 칼슘 210mg, 나트륨 0mg 제조/수입 정보: 제조사 B&A HEALTH PRODUCTS CO., 수입업체 홈비타, 원산지 미국 출처: 식품의약품안전처",F103-001010000-1672,인사 프로 메가,"복합제품(영양소, 기능성)","복합제품(영양소, 기능성)",1정,1회,식품의약품안전처,2023-06-14,6
hff_F103-001010000-1673,"제품명: 인사 프로 큐 분류: 복합제품(영양소, 기능성) 영양성분 제공 단위량: 1500mg 복용/섭취 기준: 1회분량 1정, 1회분량중량/부피 1500mg, 1일섭취횟수 1회 주요 영양성분: 에너지 0kcal, 단백질 0g, 지방 0g, 탄수화물 0g, 칼슘 210mg, 나트륨 0mg, 비타민 C 50mg 제조/수입 정보: 제조사 US PHARMATECH NV INC., 수입업체 주식회사 아이앤유네트웍스, 원산지 미국 출처: 식품의약품안전처",F103-001010000-1673,인사 프로 큐,"복합제품(영양소, 기능성)","복합제품(영양소, 기능성)",1정,1회,식품의약품안전처,2024-11-14,7
hff_F103-001010000-1676,"제품명: 인사 프리미엄 분류: 복합제품(영양소, 기능성) 영양성분 제공 단위량: 1550mg 복용/섭취 기준: 1회분량 1정, 1회분량중량/부피 1550mg, 1일섭취횟수 1회 주요 영양성분: 에너지 5kcal, 단백질 0g, 지방 0g, 탄수화물 1g, 칼슘 210mg, 나트륨 0mg 제조/수입 정보: 제조사 VITAL PHARM U.S.A CO, 수입업체 바이탈약품, 원산지 미국 출처: 식품의약품안전처",F103-001010000-1676,인사 프리미엄,"복합제품(영양소, 기능성)","복합제품(영양소, 기능성)",1정,1회,식품의약품안전처,2023-05-19,6
hff_F103-001010000-1674,"제품명: 인사 프리미엄 분류: 복합제품(영양소, 기능성) 영양성분 제공 단위량: 1550mg 복용/섭취 기준: 1회분량 1정, 1회분량중량/부피 1550mg, 1일섭취횟수 1회 주요 영양성분: 에너지 0kcal, 단백질 0g, 지방 0g, 탄수화물 0g, 칼슘 210mg, 나트륨 0mg 제조/수입 정보: 제조사 LIFEBLOOM CORP., 수입업체 바이탈건강, 원산지 미국 출처: 식품의약품안전처",F103-001010000-1674,인사 프리미엄,"복합제품(영양소, 기능성)","복합제품(영양소, 기능성)",1정,1회,식품의약품안전처,2025-01-14,6
hff_F103-001010000-1677,"제품명: 인사 프리미엄 분류: 복합제품(영양소, 기능성) 영양성분 제공 단위량: 1550mg 복용/섭취 기준: 1회분량 1정, 1회분량중량/부피 1550mg, 1일섭취횟수 1회 주요 영양성분: 에너지 5kcal, 단백질 0g, 지방 0g, 탄수화물 1g, 칼슘 210mg, 나트륨 0mg 제조/수입 정보: 제조사 VITAL PHARM U.S.A CO, 수입업체 바이탈건강, 원산지 미국 출처: 식품의약품안전처",F103-001010000-1677,인사 프리미엄,"복합제품(영양소, 기능성)","복합제품(영양소, 기능성)",1정,1회,식품의약품안전처,2024-05-09,6
hff_F103-001010000-1675,"제품명: 인사 프리미엄 분류: 복합제품(영양소, 기능성) 영양성분 제공 단위량: 1450mg 복용/섭취 기준: 1회분량 1정, 1회분량중량/부피 1450mg, 1일섭취횟수 1회 주요 영양성분: 에너지 5kcal, 단백질 0g, 지방 0g, 탄수화물 1g, 칼슘 210mg, 나트륨 0mg 제조/수입 정보: 제조사 PRIME HEALTH LTD., 수입업체 바이탈약품, 원산지 캐나다 출처: 식품의약품안전처",F103-001010000-1675,인사 프리미엄,"복합제품(영양소, 기능성)","복합제품(영양소, 기능성)",1정,1회,식품의약품안전처,2022-05-09,6
hff_F103-001010000-1678,"제품명: 인사 하이 분류: 복합제품(영양소, 기능성) 영양성분 제공 단위량: 1600mg 복용/섭취 기준: 1회분량 1정, 1회분량중량/부피 1600mg, 1일섭취횟수 1회 주요 영양성분: 에너지 0kcal, 단백질 0g, 지방 0g, 탄수화물 0g, 칼슘 210mg, 나트륨 0mg, 비타민 C 50mg 제조/수입 정보: 제조사 US PHARMATECH NV INC., 수입업체 이니시아, 원산지 미국 출처: 식품의약품안전처",F103-001010000-1678,인사 하이,"복합제품(영양소, 기능성)","복합제품(영양소, 기능성)",1정,1회,식품의약품안전처,2025-01-14,7
hff_F103-001010000-1768,"제품명: 인사-큐 골드 분류: 복합제품(영양소, 기능성) 영양성분 제공 단위량: 1500mg 복용/섭취 기준: 1회분량 1정, 1회분량중량/부피 1500mg, 1일섭취횟수 1회 주요 영양성분: 에너지 0kcal, 단백질 0g, 지방 0g, 탄수화물 0g, 칼슘 210mg, 나트륨 0mg, 비타민 C 50mg, 비타민 D 18μg 제조/수입 정보: 제조사 US PHARMATECH NV INC., 수입업체 (주)네이처생명과학, 원산지 미국 출처: 식품의약품안전처",F103-001010000-1768,인사-큐 골드,"복합제품(영양소, 기능성)","복합제품(영양소, 기능성)",1정,1회,식품의약품안전처,2024-05-23,8
hff_F103-001010000-1767,"제품명: 인사-큐 골드 분류: 복합제품(영양소, 기능성) 영양성분 제공 단위량: 1500mg 복용/섭취 기준: 1회분량 1정, 1회분량중량/부피 1500mg, 1일섭취횟수 1회 주요 영양성분: 에너지 5kcal, 단백질 0g, 지방 0g, 탄수화물 1g, 칼슘 210mg, 나트륨 0mg, 비타민 C 50mg, 비타민 D 20μg 제조/수입 정보: 제조사 GLOBAL PHARMATECH INC, 수입업체 (주)네이처생명과학, 원산지 미국 출처: 식품의약품안전처",F103-001010000-1767,인사-큐 골드,"복합제품(영양소, 기능성)","복합제품(영양소, 기능성)",1정,1회,식품의약품안전처,2022-07-22,8
hff_F103-001010000-1679,"제품명: 인사E 플러스 분류: 복합제품(영양소, 기능성) 영양성분 제공 단위량: 1450mg 복용/섭취 기준: 1회분량 1정, 1회분량중량/부피 1450mg, 1일섭취횟수 1회 주요 영양성분: 에너지 0kcal, 단백질 0g, 지방 0g, 탄수화물 0g, 칼슘 210mg, 나트륨 0mg 제조/수입 정보: 제조사 US PHARMATECH NV INC., 수입업체 이니시아, 원산지 미국 출처: 식품의약품안전처",F103-001010000-1679,인사E 플러스,"복합제품(영양소, 기능성)","복합제품(영양소, 기능성)",1정,1회,식품의약품안전처,2024-04-08,6
hff_F103-001010000-1680,"제품명: 인사E 플러스 분류: 복합제품(영양소, 기능성) 영양성분 제공 단위량: 1450mg 복용/섭취 기준: 1회분량 1정, 1회분량중량/부피 1450mg, 1일섭취횟수 1회 주요 영양성분: 에너지 0kcal, 단백질 0g, 지방 0g, 탄수화물 0g, 칼슘 210mg, 나트륨 0mg 제조/수입 정보: 제조사 US PHARMATECH INC., 수입업체 이니시아, 원산지 미국 출처: 식품의약품안전처",F103-001010000-1680,인사E 플러스,"복합제품(영양소, 기능성)","복합제품(영양소, 기능성)",1정,1회,식품의약품안전처,2023-09-19,6
hff_F103-001010000-1681,"제품명: 인사E 플러스 분류: 복합제품(영양소, 기능성) 영양성분 제공 단위량: 1450mg 복용/섭취 기준: 1회분량 1정, 1회분량중량/부피 1450mg, 1일섭취횟수 1회 주요 영양성분: 에너지 0kcal, 단백질 0g, 지방 0g, 탄수화물 0g, 칼슘 210mg, 나트륨 0mg 제조/수입 정보: 제조사 US PHARMATECH INC., 수입업체 이니시아, 원산지 미국 출처: 식품의약품안전처",F103-001010000-1681,인사E 플러스,"복합제품(영양소, 기능성)","복합제품(영양소, 기능성)",1정,1회,식품의약품안전처,2022-06-13,6
hff_F103-001010000-1682,"제품명: 인사E 플러스 분류: 복합제품(영양소, 기능성) 영양성분 제공 단위량: 1450mg 복용/섭취 기준: 1회분량 1정, 1회분량중량/부피 1450mg, 1일섭취횟수 1회 주요 영양성분: 에너지 0kcal, 단백질 0g, 지방 0g, 탄수화물 0g, 칼슘 210mg, 나트륨 0mg 제조/수입 정보: 제조사 US PHARMATECH INC, 수입업체 이니시아, 원산지 미국 출처: 식품의약품안전처",F103-001010000-1682,인사E 플러스,"복합제품(영양소, 기능성)","복합제품(영양소, 기능성)",1정,1회,식품의약품안전처,2023-03-16,6
hff_F103-001010000-1684,"제품명: 인사골드 분류: 복합제품(영양소, 기능성) 영양성분 제공 단위량: 1500mg 복용/섭취 기준: 1회분량 1정, 1회분량중량/부피 1500mg, 1일섭취횟수 1회 주요 영양성분: 에너지 0kcal, 단백질 0g, 지방 0g, 탄수화물 0g, 칼슘 210mg, 나트륨 0mg 제조/수입 정보: 제조사 MAISON PHARMTEC CORP., 수입업체 (주)보엔팜, 원산지 미국 출처: 식품의약품안전처",F103-001010000-1684,인사골드,"복합제품(영양소, 기능성)","복합제품(영양소, 기능성)",1정,1회,식품의약품안전처,2023-11-03,6
hff_F103-001010000-1683,"제품명: 인사골드 분류: 복합제품(영양소, 기능성) 영양성분 제공 단위량: 1470mg 복용/섭취 기준: 1회분량 1정, 1회분량중량/부피 1470mg, 1일섭취횟수 1회 주요 영양성분: 에너지 0kcal, 단백질 0g, 지방 0g, 탄수화물 0g, 칼슘 210mg, 나트륨 0mg, 비타민 C 100mg, 비타민 D 25μg 제조/수입 정보: 제조사 PREMIUM NATURAL ONE PRODUCTS LTD., 수입업체 태림약품, 원산지 캐나다 출처: 식품의약품안전처",F103-001010000-1683,인사골드,"복합제품(영양소, 기능성)","복합제품(영양소, 기능성)",1정,1회,식품의약품안전처,2022-08-09,8
hff_F103-001010000-1686,"제품명: 인사골드 플러스 분류: 복합제품(영양소, 기능성) 영양성분 제공 단위량: 1500mg 복용/섭취 기준: 1회분량 1정, 1회분량중량/부피 1500mg, 1일섭취횟수 1회 주요 영양성분: 에너지 0kcal, 단백질 0g, 지방 0g, 탄수화물 0g, 칼슘 210mg, 나트륨 0mg 제조/수입 정보: 제조사 MAISON PHARMTEC CORP., 수입업체 (주)동호팜, 원산지 미국 출처: 식품의약품안전처",F103-001010000-1686,인사골드 플러스,"복합제품(영양소, 기능성)","복합제품(영양소, 기능성)",1정,1회,식품의약품안전처,2022-07-12,6
hff_F103-001010000-1685,"제품명: 인사골드 플러스 분류: 복합제품(영양소, 기능성) 영양성분 제공 단위량: 1500mg 복용/섭취 기준: 1회분량 1정, 1회분량중량/부피 1500mg, 1일섭취횟수 1회 주요 영양성분: 에너지 0kcal, 단백질 0g, 지방 0g, 탄수화물 0g, 칼슘 210mg, 나트륨 0mg 제조/수입 정보: 제조사 ESSEL BIOPHARM, CORP, 수입업체 (주)시온메디칼, 원산지 미국 출처: 식품의약품안전처",F103-001010000-1685,인사골드 플러스,"복합제품(영양소, 기능성)","복합제품(영양소, 기능성)",1정,1회,식품의약품안전처,2022-08-05,6
hff_F103-001010000-1687,"제품명: 인사골드 플러스 분류: 복합제품(영양소, 기능성) 영양성분 제공 단위량: 1500mg 복용/섭취 기준: 1회분량 1정, 1회분량중량/부피 1500mg, 1일섭취횟수 1회 주요 영양성분: 에너지 0kcal, 단백질 0g, 지방 0g, 탄수화물 0g, 칼슘 210mg, 나트륨 0mg 제조/수입 정보: 제조사 B&A HEALTH PRODUCTS CO., 수입업체 라이프블룸코리아 유한회사, 원산지 미국 출처: 식품의약품안전처",F103-001010000-1687,인사골드 플러스,"복합제품(영양소, 기능성)","복합제품(영양소, 기능성)",1정,1회,식품의약품안전처,2023-08-11,6
hff_F103-001010000-1689,"제품명: 인사나 골드 분류: 복합제품(영양소, 기능성) 영양성분 제공 단위량: 1450mg 복용/섭취 기준: 1회분량 1정, 1회분량중량/부피 1450mg, 1일섭취횟수 1회 주요 영양성분: 에너지 0kcal, 단백질 0g, 지방 0g, 탄수화물 0g, 칼슘 210mg, 나트륨 0mg, 비타민 C 50mg 제조/수입 정보: 제조사 US PHARMATECH INC., 수입업체 이니시아, 원산지 미국 출처: 식품의약품안전처",F103-001010000-1689,인사나 골드,"복합제품(영양소, 기능성)","복합제품(영양소, 기능성)",1정,1회,식품의약품안전처,2022-05-25,7
hff_F103-001010000-1688,"제품명: 인사나 골드 분류: 복합제품(영양소, 기능성) 영양성분 제공 단위량: 1450mg 복용/섭취 기준: 1회분량 1정, 1회분량중량/부피 1450mg, 1일섭취횟수 1회 주요 영양성분: 에너지 0kcal, 단백질 0g, 지방 0g, 탄수화물 0g, 칼슘 210mg, 나트륨 0mg, 비타민 C 50mg 제조/수입 정보: 제조사 US PHARMATECH INC, 수입업체 이니시아, 원산지 미국 출처: 식품의약품안전처",F103-001010000-1688,인사나 골드,"복합제품(영양소, 기능성)","복합제품(영양소, 기능성)",1정,1회,식품의약품안전처,2022-02-28,7
hff_F103-001010000-1693,"제품명: 인사덴큐 분류: 복합제품(영양소, 기능성) 영양성분 제공 단위량: 1500mg 복용/섭취 기준: 1회분량 1정, 1회분량중량/부피 1500mg, 1일섭취횟수 1회 주요 영양성분: 에너지 5kcal, 단백질 0g, 지방 0g, 탄수화물 1g, 칼슘 210mg, 나트륨 0mg, 비타민 C 50mg 제조/수입 정보: 제조사 LIFEBLOOM CORP., 수입업체 주식회사 진성홀딩스, 원산지 미국 출처: 식품의약품안전처",F103-001010000-1693,인사덴큐,"복합제품(영양소, 기능성)","복합제품(영양소, 기능성)",1정,1회,식품의약품안전처,2022-03-29,7
hff_F103-001010000-1691,"제품명: 인사덴큐 분류: 복합제품(영양소, 기능성) 영양성분 제공 단위량: 1500mg 복용/섭취 기준: 1회분량 1정, 1회분량중량/부피 1500mg, 1일섭취횟수 1회 주요 영양성분: 에너지 5kcal, 단백질 0g, 지방 0g, 탄수화물 1g, 칼슘 210mg, 나트륨 0mg, 비타민 C 50mg 제조/수입 정보: 제조사 B&A HEALTH PRODUCTS CO., 수입업체 주식회사 진성홀딩스, 원산지 미국 출처: 식품의약품안전처",F103-001010000-1691,인사덴큐,"복합제품(영양소, 기능성)","복합제품(영양소, 기능성)",1정,1회,식품의약품안전처,2022-11-15,7
hff_F103-001010000-1692,"제품명: 인사덴큐 분류: 복합제품(영양소, 기능성) 영양성분 제공 단위량: 1450mg 복용/섭취 기준: 1회분량 1정, 1회분량중량/부피 1450mg, 1일섭취횟수 1회 주요 영양성분: 에너지 0kcal, 단백질 0g, 지방 0g, 탄수화물 0g, 칼슘 210mg, 나트륨 0mg, 비타민 D 17.5μg 제조/수입 정보: 제조사 US PHARMATECH INC, 수입업체 드림라이프 주식회사, 원산지 미국 출처: 식품의약품안전처",F103-001010000-1692,인사덴큐,"복합제품(영양소, 기능성)","복합제품(영양소, 기능성)",1정,1회,식품의약품안전처,2023-01-09,7
hff_F103-001010000-1694,"제품명: 인사덴타 골드 프리미엄 분류: 복합제품(영양소, 기능성) 영양성분 제공 단위량: 1470mg 복용/섭취 기준: 1회분량 1정, 1회분량중량/부피 1470mg, 1일섭취횟수 1회 주요 영양성분: 에너지 0kcal, 단백질 0g, 지방 0g, 탄수화물 0g, 칼슘 210mg, 나트륨 0mg, 비타민 C 100mg, 비타민 D 25μg 제조/수입 정보: 제조사 PREMIUM NATURAL ONE PRODUCTS LTD., 수입업체 태림약품, 원산지 캐나다 출처: 식품의약품안전처",F103-001010000-1694,인사덴타 골드 프리미엄,"복합제품(영양소, 기능성)","복합제품(영양소, 기능성)",1정,1회,식품의약품안전처,2022-02-22,8
hff_F103-001010000-1695,"제품명: 인사덴타 포르테 분류: 복합제품(영양소, 기능성) 영양성분 제공 단위량: 1500mg 복용/섭취 기준: 1회분량 1정, 1회분량중량/부피 1500mg, 1일섭취횟수 1회 주요 영양성분: 에너지 0kcal, 단백질 0g, 지방 0g, 탄수화물 0g, 당류 0g, 칼슘 210mg, 나트륨 0mg, 비타민 C 50mg 제조/수입 정보: 제조사 US PHARMATECH NV INC., 수입업체 더드림헬스, 원산지 미국 출처: 식품의약품안전처",F103-001010000-1695,인사덴타 포르테,"복합제품(영양소, 기능성)","복합제품(영양소, 기능성)",1정,1회,식품의약품안전처,2025-06-09,8
hff_F103-001010000-1696,"제품명: 인사덴타큐 분류: 복합제품(영양소, 기능성) 영양성분 제공 단위량: 1450mg 복용/섭취 기준: 1회분량 1정, 1회분량중량/부피 1450mg, 1일섭취횟수 1회 주요 영양성분: 에너지 0kcal, 단백질 0g, 지방 0g, 탄수화물 0g, 칼슘 210mg, 나트륨 0mg, 비타민 D 17.5μg 제조/수입 정보: 제조사 US PHARMATECH NV INC., 수입업체 네이쳐스바이젠(주), 원산지 미국 출처: 식품의약품안전처",F103-001010000-1696,인사덴타큐,"복합제품(영양소, 기능성)","복합제품(영양소, 기능성)",1정,1회,식품의약품안전처,2024-11-06,7
